id,track_name,artist_names,source,release_date,duration,peak_rank,previous_rank,days_on_chart,rank,streams
3R8iyJpmhI9ABDmTpetV2D,Blue,TAEYEON,SM Entertainment,2019-03-08,197,15,113,9,809,479329208
4pEylyftELdaYfRROnRhFs,Leyla,Mesto,Spinnin' Records,2019-09-06,151,84,-1,79,810,479040069
4VqTRBvYg0z8C4nsl4Hupy,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Republic Records,2019-09-06,151,3,45,332,811,479040069
7fiG371thgSCkAdw0etWJ1,Và Xem Như Chúng Ta Chỉ Còn,TRANG,VIEENT Music,2021-04-30,159,137,182,4,812,478680300
1XyzcGhmO7iUamSS94XfqY,The Feels,TWICE,Republic Records - TWICE,2021-10-01,198,16,-1,1,813,478131416
1qE8DOtw7zdXHMgZm20eLM,The Feels,TWICE,Republic Records - TWICE,2021-11-12,198,16,-1,96,814,478131416
6pgqZ7Iw4LfHlfgWWaRFSY,The Feels,TWICE,Republic Records - TWICE,2021-10-01,198,16,118,31,815,478131416
5h1BN75CEh8wdSwE1xrbSe,Slow Dancing,V,BIGHIT MUSIC,2023-09-08,187,1,88,207,816,477742249
6uqyE384HDSsuwpoF4mjrL,NDA,Billie Eilish,Darkroom/Interscope Records,2021-05-14,123,36,44,7,817,476840094
5Kskr9LcNYa0tpt5f0ZEJx,Calling My Phone,"Lil Tjay, 6LACK",Columbia,2021-05-14,123,154,183,10,818,476759468
2PYDUM2IC01FOTDLQdFxJP,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",GUM GROUP,2021-04-29,246,24,188,1357,819,474169014
7qmvLmX9tyaTiBAVNI6YEn,PLAYING WITH FIRE,BLACKPINK,YG Entertainment,2016-11-01,197,52,112,145,820,473357439
32ve5FYPLF7h1GDqC4lu4J,Nếu Chúng Mình Cách Trở,"Chế Linh, Thanh Tuyền",Kim Ngân,2017-07-20,198,139,139,2,821,473205724
3LgWsmilsrWXiPYQFRD0T7,goodbye,Billie Eilish,Darkroom/Interscope Records,2016-12-09,175,141,141,3,822,473135208
72TyiiduRmczEbDIEtKQdR,Wasted Times,The Weeknd,Universal Republic Records,2018-03-16,194,62,92,3,823,473113073
7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],"BTS, Desiigner, Steve Aoki",BIGHIT MUSIC,2018-02-16,194,48,66,48,824,473113073
1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",Taylor Swift,2022-10-21,256,4,152,42,825,472611869
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,BIGHIT MUSIC,2024-03-15,148,1,85,271,826,472562413
5WL2NwqPmiHVJFzHQH9lk6,Vùng Lá Me Bay,Dương Hồng Loan,Yin Yang Media,2017-09-15,194,55,55,33,827,471497222
4iDyFW4a7iCJh2VqSpwGQz,Ai Đưa Em Về,"TIA, Lê Thiện Hiếu",LOOPS Music,2019-10-25,105,73,73,548,828,471421528
01kfSdF9zfcDLri5sSWEoL,RAVE,Dxrk ダーク,Dxrk,2022-03-18,169,175,175,3,829,471412410
3bkkMZEAhx7rTVz1C0itRQ,Black Swan,BTS,BIGHIT MUSIC,2020-02-21,180,1,150,317,830,470913458
4bZZVcgWWMWPBwzTTp642w,Filter,BTS,BIGHIT MUSIC,2020-02-21,180,1,183,492,831,470913458
2rRJrJEo19S2J82BDsQ3F7,Falling,Trevor Daniel,Alamo,2018-10-19,190,28,-1,309,832,469973155
27ycaQnQAxaPiyeg3nr2aB,Midnight Sky,Miley Cyrus,RCA Records Label,2020-08-07,190,51,165,32,833,469973155
3TZ7NHkMT82AhwuYsd00Hz,Your eyes tell,BTS,Universal Music LLC,2020-07-24,195,18,-1,100,834,467907311
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,Columbia,2022-09-22,211,74,166,8,835,467854924
6wo37KVqFJhtuxPTpLCcfe,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",Disruptor Records/Columbia,2019-07-23,211,13,57,100,836,464799530
214nt20w5wOxJnY462klLw,Miss Americana & The Heartbreak Prince,Taylor Swift,Taylor Swift,2019-08-23,211,9,180,24,837,464799530
1RDvyOk4WtPCtoqciJwVn8,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC,2022-11-20,201,1,135,278,838,463776517
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,Taylor Swift,2019-08-23,234,6,145,24,839,463023097
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"Elton John, Britney Spears",EMI,2022-08-26,202,142,145,6,840,462420098
1xwAWUI6Dj0WGC3KiUPN0O,Vigilante Shit,Taylor Swift,Taylor Swift,2022-10-21,165,15,96,11,841,460050338
2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,Capitol Records,2021-03-12,176,27,-1,16,842,458976573
7fK0csBoqbcgUuWGV0cpoD,Obsession,EXO,SM Entertainment,2019-11-15,195,35,52,5,843,457826764
6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),"Drake, Michael Jackson",Cash Money/Drake LP6,2018-07-29,231,5,62,34,844,456168772
2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,ADOR,2022-08-01,180,11,148,199,845,454151658
68HocO7fx9z0MgDU0ZPHro,Every Summertime,NIKI,"MARVEL/Hollywood Records, Inc./Interscope Records",2021-08-10,216,60,162,76,846,454069787
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,Republic Records,2024-03-08,174,68,181,25,847,453371707
4a5zacCsHLtMC2mcxkqWwn,Sad Forever,Lauv,Lauv,2019-05-31,199,89,118,27,848,453102868
1LXX0v5Nk5YR6gip7WL7g1,Mười Năm (Lộn Xộn 3),"Đen, Ngọc Linh",Đen,2019-02-08,217,14,-1,871,849,452361299
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,Getting Out Our Dreams II / Def Jam Recordings,2016-01-01,159,62,108,7,850,450840627
2yLa0QULdQr0qAIvVwN6B5,...Ready For It?,Taylor Swift,"Big Machine Records, LLC",2017-11-03,191,128,128,2,851,447318088
4s0dJmVknlUl7V6oK3puzZ,Zombie,DAY6,Republic Records - DAY6,2020-04-29,242,90,-1,1,852,444756478
0AS63m1wHv9n4VVRizK6Hc,Mercy,Shawn Mendes,Island Records,2019-02-20,177,103,181,137,853,444511189
6fFTPGGItuEpjwXRUIr4rk,comethru,Jeremy Zucker,Republic Records,2018-12-14,196,25,26,51,854,443690218
0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,IVE,STARSHIP Entertainment,2022-04-05,177,12,171,209,855,443318366
4uBLaFDw6coxRWyB6pfgKY,(bé),Ngọt,Ngọt,2019-10-01,197,57,78,5,856,441779925
2o1pb13quMReXZqE7jWsgq,intro (end of the world),Ariana Grande,Republic Records,2024-03-08,92,10,188,199,857,441319380
62VpKdGyA7OIyUCj3a3LPU,5 in the Morning,Charli xcx,Atlantic Records UK,2018-05-26,214,102,-1,1,858,438531946
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,Bad Vibes Forever / EMPIRE,2018-06-29,214,19,67,12,859,438531946
186NCtNk1tUYS7c2DxgJ7O,Christmas Tree,V,MOST CONTENTS,2021-12-24,210,1,125,462,860,436633023
0yB4jrSwN0bFtFRDR5vyMj,Love Shot,EXO,SM Entertainment,2018-12-14,212,9,9,3,861,436563799
0i0wnv9UoFdZ5MfuFGQzMy,Last Hurrah,Bebe Rexha,Warner Records,2019-02-08,212,23,200,76,862,436563799
1fzAuUVbzlhZ1lJAx9PtY6,Daylight,Taylor Swift,Taylor Swift,2019-08-23,223,26,75,10,863,436457336
26hOm7dTtBi0TdpDGl141t,Die For You,Joji,88rising Music,2022-11-04,212,15,177,59,864,435856354
0RbW8kWozrVSIGb4V13o0o,Hurricane,Kanye West,Rock The World/IDJ/Kanye LP7,2021-08-29,243,42,42,3,865,435759854
6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,2021-11-12,220,59,95,4,866,435544588
0KU7sp0ABZQrJFWEeXagMO,OMG What's Happening,Ava Max,Atlantic Records,2020-09-17,214,52,178,53,867,434549931
6ZHGdNYXz1l1YW2tGumJbJ,Chờ Đợi Có Đáng Sợ,Andiez,Yin Yang Media,2020-07-24,253,71,139,26,868,430242661
3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift, Shawn Mendes",Taylor Swift,2019-11-14,233,9,154,50,869,429460263
7C39RtGhnEw7cyf0Pyw7PV,Saint-Tropez,Post Malone,Republic Records,2019-09-13,182,43,46,10,870,427251494
0cqRj7pUJDkTCEsJkx8snD,Shake It Off,Taylor Swift,"Big Machine Records, LLC",2018-11-30,228,134,179,11,871,426731798
6cqH1q7g5GeRVQVMK1Vc7f,Weekend,TAEYEON,SM Entertainment,2021-07-09,184,57,104,10,872,426691728
7MZF7YLxOP2to9iblSulLc,Modern Loneliness,Lauv,Lauv,2020-02-04,181,106,124,8,873,424656464
6NEoeBLQbOMw92qMeLfI40,WHISTLE,BLACKPINK,YG Entertainment,2016-08-08,212,65,-1,55,874,424241120
0X8DcetL926BYiPJYstJTc,Lucid Dreams,Juice WRLD,Juice WRLD Mixtape / ISR P&D,2017-07-20,213,50,55,25,875,424093705
1fLhGF1JfGQYj6EZLndD86,Baby (feat. MARINA & Luis Fonsi),"Clean Bandit, MARINA, Luis Fonsi",Atlantic Records UK,2018-11-09,193,30,84,14,876,423261371
6q7Tz67loOULIPEXo941hk,Crush,Tessa Violet,T∆G Music,2018-10-05,193,31,-1,22,877,423261371
6TBJkXHPhu3EsMk1bshwuI,ONLY,LeeHi,"Genie Music Corporation, Stone Music Entertainment",2021-09-09,241,6,-1,578,878,422336325
2IAR0DziHCjSu16gR4ihvy,Nothing,Bruno Major,Bruno Major,2020-06-05,163,102,116,20,879,422219728
1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,The Weeknd,XO / Republic Records,2022-01-06,189,23,45,9,880,420778746
1Spmq0UazGU6ovMIlGldZX,Dumb Blonde (feat. Nicki Minaj),"Avril Lavigne, Nicki Minaj",BMG Rights Management (US) LLC,2019-02-08,172,35,-1,2,881,420536847
0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),"Shawn Mendes, Tainy",Shawn Mendes LP4-5 PS/ Island,2021-08-20,184,57,65,12,882,419478510
4P9Q0GojKVXpRTJCaL3kyy,All Of The Girls You Loved Before,Taylor Swift,Taylor Swift,2019-08-23,221,40,113,16,883,419335609
2slqvGLwzZZYsT4K4Y1GBC,Only The Young - Featured in Miss Americana,Taylor Swift,Taylor Swift,2020-01-24,194,41,168,29,884,418907346
0ljbDAWHXvX6Fbqy2qs98U,"Giàu Vì Bạn, Sang Vì Vợ (feat. RPT MCK)","RAP VIỆT, RPT MCK",WM Vietnam,2020-10-26,205,5,149,127,885,418731873
35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Black Panther 2 Rihanna Recordings,2022-10-28,197,31,49,4,886,417373720
6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Roc Nation/Def Jam/Hollywood,2022-11-11,197,31,74,15,887,417373720
543bCW2ruMPmxUBWirQ3MR,Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran, Chance the Rapper, PnB Rock",Atlantic Records UK,2019-05-23,157,20,113,39,888,414094942
4RewTiGEGoO7FWNZUmp1f4,Celebrity,IU,EDAM Entertainment,2021-04-09,278,35,50,20,889,413952327
5YqltLsjdqFtvqE7Nrysvs,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Taylor Swift,2021-11-12,193,84,118,4,890,413492881
7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",Columbia,2024-05-23,141,121,155,26,891,412135420
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,Starship Entertainment,2022-08-22,177,5,163,163,892,411909379
0L8LOav65XwLjCLS11gNPD,Typa Girl,BLACKPINK,YG Entertainment,2022-09-16,179,2,186,344,893,411560227
4Eefey3uN90Abhbr47zKmC,WINTER FLOWER(Feat.RM),"Younha, RM",C9 ENTERTAINMENT,2020-03-13,214,17,168,70,894,409339838
459mRPsscVLMvVL59gr7EM,Happy,TAEYEON,SM Entertainment,2019-12-12,180,49,145,12,895,408851940
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",Columbia,2021-07-09,196,11,11,7,896,406861794
38GBNKZUhfBkk3oNlWzRYd,NDA,Billie Eilish,Darkroom/Interscope Records,2021-07-30,196,36,117,24,897,406861794
0WSTInLqMrT9po0LAHpZCJ,UN Village,BAEKHYUN,SM Entertainment,2019-07-12,206,49,136,6,898,406060698
1HpzOCZbNWzxvvXfSGtSrX,Find U Again (feat. Camila Cabello),"Mark Ronson, Camila Cabello",Columbia,2019-05-24,206,15,59,16,899,406060698
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,Taylor Swift,2020-07-24,231,26,-1,59,900,405949751
2NmsngXHeC1GQ9wWrzhOMf,illicit affairs,Taylor Swift,Taylor Swift,2020-07-24,295,32,68,8,901,405164103
74X2u8JMVooG2QbjRxXwR8,Perfect Night,LE SSERAFIM,SOURCE MUSIC,2023-10-27,159,89,-1,120,902,404960493
59hBR0BCtJsfIbV9VzCVAp,Set Me Free Pt.2,Jimin,BIGHIT MUSIC,2023-03-17,201,1,72,255,903,404951187
5w9c2J52mkdntKOmRLeM2m,Con Calma,"Daddy Yankee, Snow",El Cartel Records (EC3),2018-05-25,236,126,164,12,904,404363670
2F3N9tdombb64aW6VtZOdo,Down Bad,Taylor Swift,Taylor Swift,2024-04-18,261,12,178,13,905,402400973
7FmYn9e7KHMXcxqGSj9LjH,Mastermind,Taylor Swift,Taylor Swift,2022-10-21,191,29,155,11,906,401241980
2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,Billie Eilish,Darkroom/Interscope Records,2021-07-30,197,97,137,3,907,400897280
43qX7PiMfluhGyrJrjcP9p,I Need U,BTS,BIGHIT MUSIC,2017-01-06,215,89,97,6,908,400774969
1XJ93XskwJf7PCyIVLbNBt,Anxiety (with Selena Gomez),"Julia Michaels, Selena Gomez",Republic Records,2018-11-02,190,68,174,35,909,399816396
7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,"Megan Thee Stallion, Dua Lipa",300 Entertainment,2022-03-11,201,53,194,59,910,399030170
4bCuBkeVRofawnFkGu05fu,Cần Gì Hơn,"Tiên Tiên, JustaTee",TienTienMusic,2020-03-09,191,2,-1,246,911,397395027
4jp4Z02kzzg8gK0NmDGgml,Play,"K-391, Alan Walker, Tungevaag, Mangoo",Kreatell Music,2019-09-13,190,55,141,17,912,395860343
128rj96Z6tTEU3h3awSMdB,OXYGEN,TWICE,Republic Records - TWICE,2020-05-29,194,79,-1,1,913,395832232
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"Powfu, beabadoobee",Columbia,2020-02-28,194,2,175,656,914,395832232
6IJTc8xo6XasOU8fpxMU57,Call You Mine,"The Chainsmokers, Bebe Rexha",Disruptor Records/Columbia,2019-11-01,190,13,62,185,915,395768866
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,Universal Music AB,2018-03-20,193,8,179,50,916,394716039
4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone","Universal Music, a division of Universal International Music BV",2018-05-18,192,35,79,77,917,394716039
73YUReisjb3A9ActdLLjJQ,happiness,Taylor Swift,Taylor Swift,2021-03-12,207,59,122,5,918,394210820
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,Interscope Records*,2019-09-23,207,1,91,621,919,394107489
22O2Zdfj3jnJZDSzlDMAJp,Heading Home,"Alan Walker, Ruben",Kreatell Music,2019-09-23,207,54,119,43,920,394107489
7oakQhQtktqkdRCY7au6xQ,AI BIET,WEAN,HPM Collective,2019-08-16,194,105,180,77,921,392947615
0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran, Eminem, 50 Cent",Atlantic Records UK,2019-07-10,184,128,153,4,922,391209907
65NwOZqoXny4JxqAPlfxRF,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",Republic Records,2017-12-01,184,20,45,33,923,391161900
6nsLzJfvp5OLd4mgqUJkpq,Waiting For Love,Avicii,Universal Music AB,2018-04-25,184,2,59,42,924,391161900
4as4XEOR03oGm1STUKl6pa,BBIBBI,IU,Kakao Entertainment,2018-10-05,281,14,-1,74,925,388426199
5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,Khalid,"Right Hand Music Group, LLC/RCA Records",2018-12-13,200,15,169,152,926,388220921
27c1dQQ84IxgifgC8cVDsJ,thành phố xa lạ,Phùng Khánh Linh,+84 Vietnam New Wave,2018-12-13,200,34,197,72,927,388220921
6Cg4aBvl9tArRHFsbw94Yc,Tôi Là Ai Trong Em (Đồi Thông) (Taxi! Em Tên Gì Ost),ERIK,St.319 Entertainment,2018-03-29,221,57,73,25,928,387699538
3n2P3ipLt5mPFVaM0fJHNR,Wrap Me In Plastic - Marcus Layton Radio Edit,"CHROMANCE, Marcus Layton",Columbia/B1 Recordings,2020-05-29,158,136,176,83,929,384875582
44ADyYoY5liaRa3EOAl4uf,Slide Away,Miley Cyrus,RCA/Legacy,2019-08-23,287,29,-1,45,930,382453045
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",Atlantic Records UK,2019-07-11,195,6,159,340,931,382328531
0JKGe340YJwfDrpXqPQ8sw,Daechwita,Agust D,BIGHIT MUSIC,2020-05-22,226,1,146,142,932,382199645
1Y7AZ3akqDipAyo6mmOQTy,Daechwita,Agust D,BIGHIT MUSIC,2020-05-22,226,1,70,104,933,382199645
3omvXShuRPM3zbDpWYqf5g,MORE & MORE,TWICE,Republic Records - TWICE,2020-05-22,226,9,-1,1,934,382199645
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,Republic Records,2020-03-27,209,14,-1,410,935,380923818
4AsvGVDWs16fqIiIdDzyvX,Happy New Year,ABBA,Polar Music International AB,2018-12-21,192,14,53,20,936,379431448
5s5WpwEoK2V0a1eZq8ES5Y,Em Mới Là Người Yêu Anh,MIN,MIN,2018-05-18,242,2,42,268,937,378993456
7rPLZ8Krm6CZIbraFUlnWZ,Make You Feel My Love,Adele,XL Recordings,2017-09-18,236,111,127,19,938,378640599
2rPE9A1vEgShuZxxzR2tZH,"thank u, next",Ariana Grande,Republic Records,2018-11-03,191,1,4,90,939,378622122
2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,Shawn Mendes LP4-5 PS/ Island,2021-12-01,223,27,129,50,940,377849520
6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,"David Guetta, Martin Garrix, Brooks",Parlophone (France),2018-01-25,210,15,82,63,941,377540480
26wLOs3ZuHJa2Ihhx6QIE6,Teeth,5 Seconds of Summer,UMGRI Interscope,2019-08-23,190,56,175,51,942,376943043
7DGFxOJp8gfV3Y1JqOJ1A4,Somewhere In Between,August Wilhelmsson,August Wilhelmsson,2015-11-05,199,198,198,2,943,376705225
6pp6xf9zS55GD4nr318XUH,dimple,BTS,BIGHIT MUSIC,2017-09-18,197,2,139,25,944,374526019
2XTquzYQAdT1Hk78bOUwsv,Greatest,Eminem,Aftermath,2017-09-18,197,48,56,2,945,374393497
4RhH1PzdkkFAZiWK3wpoVC,Cố Thức Đến Mùa Cây Thay Lá,Thái Đinh,Yin Yang Media,2020-12-11,245,78,188,44,946,372378324
0u8rZGtXJrLtiSe34FPjGG,Like Crazy (English Version),Jimin,BIGHIT MUSIC,2023-03-24,212,1,166,220,947,372105415
645YBsxhFPSOKxGep3uHLv,Love Maze,BTS,BIGHIT MUSIC,2018-05-18,276,7,90,45,948,372079442
7b8YOVV5quZcSKEijDgyWB,DDU-DU DDU-DU,BLACKPINK,YG Entertainment,2018-06-15,237,1,3,17,949,371767969
1CAksvEO6oRHd9bBKWAfuY,One Last Time,Ariana Grande,Universal Records,2018-06-15,237,75,-1,105,950,371767969
7gkWXbAxIYuvtOpcN3p9GJ,God is a woman,Ariana Grande,Republic Records,2018-06-15,237,3,19,34,951,371767969
5EYBryPOgIEPB7r5QIy6eG,Fallin' All In You,Shawn Mendes,Island Records,2018-11-09,191,144,-1,3,952,371103884
4VginDwYTP2eaHJzO0QMjG,Circles,Post Malone,Republic Records,2019-08-23,171,24,43,3,953,369435304
0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,"Kygo, Imagine Dragons",Kygo,2018-06-07,210,9,101,79,954,369418254
6156vnsRddJKe267tuaTRx,Cùng Anh,"Ngọc Dolil, Hagi, Stee",12 trái lê,2018-05-11,210,42,-1,54,955,369418254
6bYJAOHKCvy9cSEAUR8NvG,Burning Up (Fire),BTS,BIGHIT MUSIC,2017-01-06,207,2,107,12,956,368892893
6sWd8ZAH5bWWyjwb7ZV2Zb,LALALAY,SUNMI,MAKEUS ENTERTAINMENT,2019-08-16,234,46,124,19,957,366863535
10SRMwb9EuVS1K9rYsBfHQ,Yet To Come,BTS,BIGHIT MUSIC,2022-06-10,194,1,191,275,958,366731576
73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,Top Dawg Entertainment/Capitol Records,2023-03-17,190,105,176,56,959,365189718
26Fqtv4Aa7kyd1WWGHai6A,Privilege,The Weeknd,Universal Republic Records,2017-11-17,205,112,135,3,960,364223696
781JPAiOXdTwvueWI1iJky,Người Lạ Ơi - Hoaprox Remix,"Châu Đăng Khoa, Hoaprox",SUPERBROTHERS,2018-05-31,205,70,-1,7,961,364223696
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",Atlantic Records UK,2018-05-25,191,9,59,182,962,363028767
3MhcevYY8fyxliwiLqw1FA,Đã Lỡ Yêu Em Nhiều,JustaTee,NGUYEN THANH TUAN,2018-05-03,190,26,26,5,963,363028767
6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,Lloud Co./RCA Records,2024-06-27,138,6,134,49,964,360831369
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B","DJ Snake Music Productions Limited, under exclusive license to Geffen Records",2018-09-27,175,5,144,216,965,360468171
0NTtPK7yNN4xT1YQTMxu9y,Krazy (feat. EVY),"Touliver, Binz, Andree Right Hand, EVY",WM Vietnam,2020-07-24,137,164,196,29,966,360452331
6rdkCkjk6D12xRpdMXy0I2,New Jeans,NewJeans,ADOR,2023-07-07,109,16,70,26,967,360199920
296nXCOv97WJNRWzIBQnoj,FEARLESS,LE SSERAFIM,SOURCE MUSIC,2022-05-02,168,55,190,109,968,359402436
48XfojJC87VKLlUotYV0Gm,The Truth Untold (feat. Steve Aoki),"BTS, Steve Aoki",BIGHIT MUSIC,2018-05-18,219,2,-1,529,969,358938912
4uOBL4DDWWVx4RhYKlPbPC,Queencard,(G)I-DLE,Cube Entertainment,2023-05-15,161,65,178,62,970,358285831
2EhvCzRw0C7anZHsj284oX,AH YEAH,WINNER,YG Entertainment,2019-05-09,243,20,180,17,971,358029079
3pIigjAWkzwAonXpJ1fmSF,Everybody Hates Me,The Chainsmokers,Disruptor Records/Columbia,2018-03-30,220,20,116,31,972,356423090
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Doja Cat,Atlantic Records,2020-03-27,183,50,96,71,973,355601298
4LkNurbbROI94ZpTagpXJC,Những giấc mơ dài,Mỹ Linh,ANH EM RECORD,2016-12-03,192,82,82,2,974,355581732
463iOHBJvE9KeNiRb6xXPM,Ghé Thăm,"Đen, JGKiD (Da LAB), Kimmese, Linh Cáo",Đen,2019-10-04,159,192,-1,1,975,355502386
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift,Taylor Swift,2020-07-24,209,16,41,8,976,354493956
71BqAINEnezjQfxE4VuJfq,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,Taylor Swift,2023-10-26,180,32,151,6,977,354130004
0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,Shawn Mendes,Shawn Mendes LP4-5 PS/ Island,2022-03-31,172,110,-1,1,978,353406834
4nsNzuB6sGMr5MHaIJaW5k,Trên Tình Bạn Dưới Tình Yêu (with 16 Typh),"MIN, 16 Typh",MIN,2020-10-26,180,104,159,24,979,352506873
2MtRG3dLVn8DymzMPoRDuU,Tương Tư,Táo,Yin Yang Media,2020-10-26,180,164,-1,2,980,352444101
1FEUtj4T87NZooky4ir5A9,Nhu canh vac bay,Hồng Nhung,Hong Nhung,2019-02-28,158,198,-1,1,981,351993559
5rJ7bdPmr8nfmm2JQ8xHOz,POP!,NAYEON,Republic Records – NAYEON (TWICE),2022-06-24,168,40,132,70,982,351100662
58QhkbaAkLFnn7JwAnAato,Fall,Eminem,Aftermath,2018-06-22,164,61,72,2,983,349197894
4btFHqumCO31GksfuBLLv3,Overpass Graffiti,Ed Sheeran,Atlantic Records UK,2021-10-25,237,42,107,18,984,348775294
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Lana Del Rey,Polydor Records,2019-08-30,249,77,154,8,985,348051720
6KUE0HSSudAp9AOycaF6SH,Make It Right,BTS,BIGHIT MUSIC,2019-04-12,224,2,150,395,986,346511416
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,SM Entertainment / Warner Records,2023-11-10,215,46,195,79,987,346165094
3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),Taylor Swift,Taylor Swift,2021-11-12,231,69,103,4,988,346146285
2VVqxQhALecXvaArlZSVXr,Lo Siento,"SUPER JUNIOR, Leslie Grace, Play-N-Skillz",SM Entertainment,2018-03-16,198,64,98,3,989,346141790
51bYFYWODfYOZU0rwvjiCc,Cho Mình Em,"Binz, Đen",Spacespeakers,2021-06-02,212,27,164,570,990,345560319
2VlLbhGLVJgdOW7kKdWWFc,Six Feet Under,Billie Eilish,Darkroom,2016-05-02,197,137,148,15,991,343327534
0UyljEbX9dqI1K0sqdv6B6,SLOW DANCING IN THE DARK,Joji,88rising Music,2018-08-31,190,86,95,2,992,342744907
56d6kYZhfhzpoC3s1dRU2V,I Was Never There,"The Weeknd, Gesaffelstein",Universal Republic Records,2018-03-30,230,79,108,3,993,342134393
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,Atlantic Records UK,2018-08-24,308,17,189,1469,994,342069643
1trFxVLL8WKhYap543e74l,Airplane pt.2,BTS,BIGHIT MUSIC,2018-05-18,233,3,44,103,995,341963626
2EMbVMhUtYNfuAhTi9HvBk,Lỡ Say Bye Là Bye,"Changg, Lemese",Yin Yang Media,2021-04-16,233,7,72,212,996,341575029
56v8WEnGzLByGsDAXDiv4d,ETA,NewJeans,ADOR,2023-07-21,151,25,143,12,997,340569772
6tCssnvTUREcperDOUTqvA,WANNABE,ITZY,Republic Records - ITZY,2020-03-06,180,5,-1,187,998,339714206
